y1_statefips,y2_statefips,y2_state,y2_state_name,n1,n2,AGI,year
55,34,NJ,New Jersey,277,512,24971,2013
55,22,LA,Louisiana,273,506,10487,2013
55,35,NM,New Mexico,255,442,12378,2013
55,30,MT,Montana,234,421,12355,2013
55,9,CT,Connecticut,227,407,15717,2013
55,15,HI,Hawaii,217,360,8945,2013
55,2,AK,Alaska,210,356,14106,2013
55,11,DC,District Of Columbia,188,227,11648,2013
55,16,ID,Idaho,182,368,10313,2013
55,56,WY,Wyoming,160,283,8052,2013
55,23,ME,Maine,98,173,7856,2013
55,33,NH,New Hampshire,87,145,5268,2013
55,54,WV,West Virginia,81,142,3614,2013
55,10,DE,Delaware,67,154,2908,2013
55,50,VT,Vermont,53,89,3277,2013
55,44,RI,Rhode Island,47,86,2654,2013
56,96,WY,WY Total Migration-US and Foreign,13960,27037,701309,2013
56,97,WY,WY Total Migration-US,13750,26639,691481,2013
56,98,WY,WY Total Migration-Foreign,210,398,9828,2013
56,97,WY,WY Total Migration-Same State,5164,9744,249529,2013
56,56,WY,WY Non-migrants,212527,457045,18116604,2013
56,8,CO,Colorado,2257,4178,120151,2013
56,48,TX,Texas,1180,2328,67963,2013
56,12,FL,Florida,843,1427,34653,2013
56,49,UT,Utah,813,1808,39753,2013
56,30,MT,Montana,781,1498,35849,2013
56,6,CA,California,721,1329,29136,2013
56,4,AZ,Arizona,615,1242,41536,2013
56,16,ID,Idaho,554,1228,27853,2013
56,53,WA,Washington,456,938,19959,2013
56,46,SD,South Dakota,450,864,24361,2013
56,31,NE,Nebraska,393,742,16776,2013
56,32,NV,Nevada,351,682,20437,2013
56,41,OR,Oregon,306,573,12700,2013
56,38,ND,North Dakota,302,676,18139,2013
56,26,MI,Michigan,240,435,10493,2013
56,40,OK,Oklahoma,216,468,13198,2013
56,57,FR,Foreign,210,398,9828,2013
56,35,NM,New Mexico,188,372,9216,2013
56,27,MN,Minnesota,176,306,9021,2013
56,13,GA,Georgia,176,343,5682,2013
56,36,NY,New York,175,258,7999,2013
56,29,MO,Missouri,174,365,8101,2013
56,37,NC,North Carolina,172,327,7256,2013
56,20,KS,Kansas,171,339,10682,2013
56,17,IL,Illinois,168,302,8314,2013
56,39,OH,Ohio,159,348,8764,2013
56,55,WI,Wisconsin,139,235,6720,2013
56,47,TN,Tennessee,134,255,5367,2013
56,42,PA,Pennsylvania,130,240,8414,2013
56,51,VA,Virginia,124,221,5409,2013
56,2,AK,Alaska,123,247,7542,2013
56,19,IA,Iowa,122,215,6202,2013
56,22,LA,Louisiana,113,253,6028,2013
56,5,AR,Arkansas,108,248,4872,2013
56,18,IN,Indiana,94,177,3713,2013
56,1,AL,Alabama,90,188,3993,2013
56,45,SC,South Carolina,74,143,4387,2013
56,21,KY,Kentucky,66,136,2527,2013
56,25,MA,Massachusetts,63,93,2620,2013
56,24,MD,Maryland,59,115,2594,2013
56,15,HI,Hawaii,51,110,2571,2013
56,28,MS,Mississippi,39,91,1515,2013
56,9,CT,Connecticut,38,49,2405,2013
56,34,NJ,New Jersey,35,54,1337,2013
56,54,WV,West Virginia,31,68,2391,2013
56,23,ME,Maine,31,52,984,2013
56,50,VT,Vermont,20,31,683,2013
56,33,NH,New Hampshire,16,27,789,2013
56,11,DC,District Of Columbia,13,15,429,2013
56,10,DE,Delaware,-1,-1,-1,2013
56,44,RI,Rhode Island,-1,-1,-1,2013
1,96,AL,AL Total Migration-US and Foreign,35681,69378,1597829,2014
1,97,AL,AL Total Migration-US,34967,67911,1561677,2014
1,98,AL,AL Total Migration-Foreign,714,1467,36152,2014
1,97,AL,AL Total Migration-Same State,46630,95832,1871804,2014
1,1,AL,AL Non-migrants,1598458,3579600,96406319,2014
1,13,GA,Georgia,6655,13258,254092,2014
1,12,FL,Florida,5329,10204,303897,2014
1,48,TX,Texas,3674,7397,154428,2014
1,47,TN,Tennessee,3116,5881,139622,2014
1,28,MS,Mississippi,2022,4275,83165,2014
1,6,CA,California,1232,2198,59586,2014
1,37,NC,North Carolina,1214,2296,56031,2014
1,22,LA,Louisiana,1037,1956,49626,2014
1,51,VA,Virginia,828,1610,46498,2014
1,57,FR,Foreign,714,1467,36152,2014
1,45,SC,South Carolina,669,1313,14230,2014
1,8,CO,Colorado,628,1130,28097,2014
1,36,NY,New York,609,1057,24306,2014
1,39,OH,Ohio,593,1179,23837,2014
1,17,IL,Illinois,561,1045,25851,2014
1,26,MI,Michigan,559,1110,19223,2014
1,21,KY,Kentucky,523,1098,21678,2014
1,53,WA,Washington,413,747,18448,2014
1,18,IN,Indiana,412,819,19452,2014
1,29,MO,Missouri,394,716,18372,2014
1,24,MD,Maryland,386,691,17660,2014
1,42,PA,Pennsylvania,362,722,17173,2014
1,4,AZ,Arizona,341,643,16174,2014
1,40,OK,Oklahoma,335,675,15080,2014
1,5,AR,Arkansas,298,625,13851,2014
1,20,KS,Kansas,247,511,9981,2014
1,34,NJ,New Jersey,184,323,7510,2014
1,25,MA,Massachusetts,182,281,7327,2014
1,15,HI,Hawaii,175,345,7418,2014
1,32,NV,Nevada,167,327,7062,2014
1,55,WI,Wisconsin,154,264,2900,2014
1,27,MN,Minnesota,142,286,6733,2014
1,41,OR,Oregon,138,260,5595,2014
1,19,IA,Iowa,130,239,5270,2014
1,2,AK,Alaska,128,278,6138,2014
1,35,NM,New Mexico,122,232,6285,2014
1,49,UT,Utah,120,249,5234,2014
1,31,NE,Nebraska,107,225,4780,2014
1,9,CT,Connecticut,105,206,5588,2014
1,54,WV,West Virginia,92,193,3784,2014
1,38,ND,North Dakota,88,171,4348,2014
1,11,DC,District Of Columbia,83,111,4147,2014
1,56,WY,Wyoming,61,112,2975,2014
1,23,ME,Maine,52,90,3142,2014
1,30,MT,Montana,50,86,2166,2014
1,16,ID,Idaho,49,95,2383,2014
1,33,NH,New Hampshire,47,80,2646,2014
1,44,RI,Rhode Island,46,100,2242,2014
1,10,DE,Delaware,42,82,3067,2014
1,46,SD,South Dakota,41,82,1558,2014
1,50,VT,Vermont,25,38,1023,2014
2,96,AK,AK Total Migration-US and Foreign,13405,25022,701834,2014
2,97,AK,AK Total Migration-US,12950,24148,678765,2014
2,98,AK,AK Total Migration-Foreign,455,874,23069,2014
2,97,AK,AK Total Migration-Same State,5788,10559,313287,2014
2,2,AK,AK Non-migrants,265963,558608,21208409,2014
2,53,WA,Washington,1712,3037,92567,2014
2,6,CA,California,1175,2104,50188,2014
2,48,TX,Texas,1103,2232,75267,2014
2,41,OR,Oregon,761,1241,38976,2014
2,12,FL,Florida,703,1243,35908,2014
2,4,AZ,Arizona,612,1140,35898,2014
2,8,CO,Colorado,549,986,32613,2014
2,57,FR,Foreign,455,874,23069,2014
2,37,NC,North Carolina,410,847,16821,2014
2,13,GA,Georgia,368,823,14978,2014
2,16,ID,Idaho,335,647,21140,2014
2,32,NV,Nevada,325,584,22043,2014
2,15,HI,Hawaii,303,628,13113,2014
2,51,VA,Virginia,273,535,15598,2014
2,36,NY,New York,263,443,10023,2014
2,26,MI,Michigan,226,379,10439,2014
2,27,MN,Minnesota,214,373,11450,2014
2,17,IL,Illinois,213,376,11020,2014
2,30,MT,Montana,213,369,12927,2014
2,29,MO,Missouri,211,433,10518,2014
2,47,TN,Tennessee,205,417,10120,2014
2,49,UT,Utah,199,402,11185,2014
2,40,OK,Oklahoma,182,372,10976,2014
2,39,OH,Ohio,174,313,7491,2014
2,42,PA,Pennsylvania,159,280,7676,2014
2,45,SC,South Carolina,159,316,6910,2014
2,35,NM,New Mexico,135,276,7880,2014
2,22,LA,Louisiana,133,272,7368,2014
2,20,KS,Kansas,133,335,5290,2014
2,21,KY,Kentucky,129,281,6258,2014
2,55,WI,Wisconsin,113,179,4568,2014
2,1,AL,Alabama,107,223,4869,2014
2,24,MD,Maryland,104,194,4463,2014
2,25,MA,Massachusetts,101,145,5060,2014
2,18,IN,Indiana,95,172,3718,2014
2,5,AR,Arkansas,95,184,3952,2014
2,38,ND,North Dakota,87,164,5608,2014
2,56,WY,Wyoming,87,161,5815,2014
2,19,IA,Iowa,75,147,3019,2014
2,31,NE,Nebraska,73,138,3756,2014
2,34,NJ,New Jersey,67,133,3061,2014
2,46,SD,South Dakota,65,117,3913,2014
2,28,MS,Mississippi,61,111,2296,2014
2,23,ME,Maine,56,91,2294,2014
2,33,NH,New Hampshire,41,63,2537,2014
2,54,WV,West Virginia,32,60,1149,2014
2,9,CT,Connecticut,31,46,1285,2014
2,11,DC,District Of Columbia,27,36,2388,2014
2,50,VT,Vermont,25,45,1122,2014
2,10,DE,Delaware,18,33,693,2014
2,44,RI,Rhode Island,13,22,556,2014
4,96,AZ,AZ Total Migration-US and Foreign,63693,120204,3405754,2014
4,97,AZ,AZ Total Migration-US,61486,115712,3272884,2014
4,98,AZ,AZ Total Migration-Foreign,2207,4492,132870,2014
4,97,AZ,AZ Total Migration-Same State,29884,59753,1246123,2014
4,4,AZ,AZ Non-migrants,2229625,4942639,142623684,2014
4,6,CA,California,12564,22988,651807,2014
4,48,TX,Texas,6523,13582,422295,2014
4,8,CO,Colorado,3464,6291,180849,2014
4,53,WA,Washington,3432,6174,164450,2014
4,35,NM,New Mexico,2609,5913,89268,2014
4,32,NV,Nevada,2541,5017,143019,2014
4,12,FL,Florida,2493,4431,166316,2014
4,57,FR,Foreign,2207,4492,132870,2014
4,41,OR,Oregon,2004,3591,95938,2014
4,17,IL,Illinois,1804,3066,103580,2014
4,49,UT,Utah,1800,4016,87897,2014
4,36,NY,New York,1395,2201,78972,2014
4,26,MI,Michigan,1231,2173,67227,2014
4,37,NC,North Carolina,1120,2169,57409,2014
4,39,OH,Ohio,1078,1912,54339,2014
4,13,GA,Georgia,1061,2139,53645,2014
4,27,MN,Minnesota,1050,1773,50798,2014
4,51,VA,Virginia,1001,1873,55148,2014
4,42,PA,Pennsylvania,848,1468,40313,2014
4,55,WI,Wisconsin,829,1439,41876,2014
4,29,MO,Missouri,811,1593,41394,2014
4,16,ID,Idaho,801,1604,37278,2014
4,40,OK,Oklahoma,714,1436,31630,2014
4,47,TN,Tennessee,710,1364,42456,2014
4,18,IN,Indiana,671,1253,63488,2014
4,15,HI,Hawaii,588,1049,28465,2014
4,20,KS,Kansas,586,1105,25537,2014
4,24,MD,Maryland,565,975,35232,2014
4,19,IA,Iowa,564,1026,24588,2014
4,30,MT,Montana,516,922,29129,2014
4,34,NJ,New Jersey,514,884,32885,2014
4,25,MA,Massachusetts,510,800,27573,2014
4,2,AK,Alaska,486,871,28598,2014
4,38,ND,North Dakota,481,904,24654,2014
4,31,NE,Nebraska,476,899,3304,2014
4,45,SC,South Carolina,451,877,24557,2014
4,46,SD,South Dakota,371,638,22594,2014
4,22,LA,Louisiana,366,671,15524,2014
4,21,KY,Kentucky,348,669,14258,2014
4,56,WY,Wyoming,345,686,20599,2014
4,5,AR,Arkansas,326,661,13834,2014
4,1,AL,Alabama,285,575,16478,2014
4,9,CT,Connecticut,236,400,15645,2014
4,28,MS,Mississippi,197,425,9168,2014
4,23,ME,Maine,148,248,4022,2014
4,33,NH,New Hampshire,139,227,7302,2014
4,11,DC,District Of Columbia,116,158,6190,2014
4,54,WV,West Virginia,103,190,5517,2014
4,10,DE,Delaware,75,148,4503,2014
4,44,RI,Rhode Island,72,126,3366,2014
4,50,VT,Vermont,68,112,7968,2014
5,96,AR,AR Total Migration-US and Foreign,23374,46025,1066224,2014
5,97,AR,AR Total Migration-US,22941,45147,1046409,2014
5,98,AR,AR Total Migration-Foreign,433,878,19815,2014
5,97,AR,AR Total Migration-Same State,32457,65470,1161833,2014
5,5,AR,AR Non-migrants,954334,2145497,58280625,2014
5,48,TX,Texas,5177,10247,246150,2014
5,40,OK,Oklahoma,2110,4524,80682,2014
5,29,MO,Missouri,1987,4006,71670,2014
5,47,TN,Tennessee,1481,2918,58908,2014
5,12,FL,Florida,1202,2263,93334,2014
5,6,CA,California,1115,2039,44453,2014
5,22,LA,Louisiana,912,1925,38791,2014
5,28,MS,Mississippi,675,1392,25281,2014
5,17,IL,Illinois,607,1132,24461,2014
5,13,GA,Georgia,580,1161,26895,2014
5,8,CO,Colorado,579,1069,29473,2014
5,57,FR,Foreign,433,878,19815,2014
5,20,KS,Kansas,422,826,17309,2014
5,37,NC,North Carolina,403,815,19772,2014
5,4,AZ,Arizona,403,749,16036,2014
5,53,WA,Washington,361,692,21196,2014
5,51,VA,Virginia,348,648,23316,2014
5,1,AL,Alabama,338,703,15223,2014
5,36,NY,New York,297,466,10562,2014
5,39,OH,Ohio,289,588,17136,2014
5,26,MI,Michigan,271,538,10260,2014
5,18,IN,Indiana,265,496,9788,2014
5,21,KY,Kentucky,234,454,11097,2014
5,55,WI,Wisconsin,221,403,8818,2014
5,45,SC,South Carolina,205,416,9821,2014
5,42,PA,Pennsylvania,203,349,12371,2014
5,32,NV,Nevada,188,378,8596,2014
5,19,IA,Iowa,179,371,5638,2014
5,41,OR,Oregon,173,300,6346,2014
5,27,MN,Minnesota,167,305,9692,2014
5,24,MD,Maryland,138,259,7575,2014
5,31,NE,Nebraska,136,275,6094,2014
5,35,NM,New Mexico,129,244,5502,2014
5,49,UT,Utah,122,255,6226,2014
5,34,NJ,New Jersey,111,188,6426,2014
5,38,ND,North Dakota,104,200,5054,2014
5,25,MA,Massachusetts,100,162,4685,2014
5,15,HI,Hawaii,96,192,3035,2014
5,2,AK,Alaska,79,163,3807,2014
5,56,WY,Wyoming,76,179,2823,2014
5,30,MT,Montana,70,140,2288,2014
5,46,SD,South Dakota,63,113,3145,2014
5,16,ID,Idaho,61,133,5094,2014
5,54,WV,West Virginia,55,118,2196,2014
5,9,CT,Connecticut,49,89,2008,2014
5,11,DC,District Of Columbia,47,57,2488,2014
5,33,NH,New Hampshire,30,53,1647,2014
5,10,DE,Delaware,25,50,999,2014
5,44,RI,Rhode Island,22,50,1067,2014
5,23,ME,Maine,19,33,715,2014
5,50,VT,Vermont,17,21,461,2014
6,96,CA,CA Total Migration-US and Foreign,212337,388394,15681638,2014
6,97,CA,CA Total Migration-US,200440,365561,14560580,2014
6,98,CA,CA Total Migration-Foreign,11897,22833,1121058,2014
6,97,CA,CA Total Migration-Same State,364319,676488,24921124,2014
6,6,CA,CA Non-migrants,13658090,30666470,1154367010,2014
6,48,TX,Texas,25288,50924,1804603,2014
6,32,NV,Nevada,17680,33533,1610535,2014
6,4,AZ,Arizona,15330,29184,1013447,2014
6,53,WA,Washington,15010,27516,1065233,2014
6,57,FR,Foreign,11897,22833,1121058,2014
6,41,OR,Oregon,11621,20178,664130,2014
6,36,NY,New York,10759,15092,1032711,2014
6,12,FL,Florida,10239,18149,1162002,2014
6,8,CO,Colorado,8337,14858,646116,2014
6,17,IL,Illinois,5405,9125,398651,2014
6,51,VA,Virginia,5184,9727,372849,2014
6,13,GA,Georgia,4998,9491,308613,2014
6,37,NC,North Carolina,4854,9435,307171,2014
6,15,HI,Hawaii,4508,7779,301849,2014
6,49,UT,Utah,4330,8902,251675,2014
6,25,MA,Massachusetts,3395,5187,335401,2014
6,16,ID,Idaho,3253,6743,213209,2014
6,42,PA,Pennsylvania,3198,5230,256309,2014
6,47,TN,Tennessee,2922,5468,184086,2014
6,39,OH,Ohio,2808,4857,176069,2014
6,26,MI,Michigan,2794,4906,164638,2014
6,24,MD,Maryland,2716,4638,164545,2014
6,34,NJ,New Jersey,2666,4695,252545,2014
6,29,MO,Missouri,2421,4417,125672,2014
6,40,OK,Oklahoma,2199,4300,80912,2014
6,27,MN,Minnesota,2139,3766,132442,2014
6,35,NM,New Mexico,2030,3689,110645,2014
6,18,IN,Indiana,1830,3448,94148,2014
6,22,LA,Louisiana,1771,3105,84039,2014
6,55,WI,Wisconsin,1703,3047,93059,2014
6,45,SC,South Carolina,1632,2978,110849,2014
6,20,KS,Kansas,1564,3004,64787,2014
6,30,MT,Montana,1275,2244,113013,2014
6,2,AK,Alaska,1271,2249,56604,2014
6,5,AR,Arkansas,1270,2480,50134,2014
6,9,CT,Connecticut,1248,2069,107745,2014
6,21,KY,Kentucky,1187,2209,67338,2014
6,11,DC,District Of Columbia,1184,1409,79258,2014
6,1,AL,Alabama,1169,2274,55689,2014
6,31,NE,Nebraska,991,2012,47689,2014
6,19,IA,Iowa,975,1859,41183,2014
6,38,ND,North Dakota,880,1585,38059,2014
6,28,MS,Mississippi,810,1588,47318,2014
6,56,WY,Wyoming,798,1483,75995,2014
6,46,SD,South Dakota,573,1057,33792,2014
6,33,NH,New Hampshire,487,778,31862,2014
6,23,ME,Maine,462,733,35605,2014
6,44,RI,Rhode Island,406,711,23637,2014
6,10,DE,Delaware,311,549,32683,2014
6,50,VT,Vermont,290,448,29760,2014
6,54,WV,West Virginia,269,453,10273,2014
8,96,CO,CO Total Migration-US and Foreign,56653,102784,3618217,2014
8,97,CO,CO Total Migration-US,54894,99310,3495310,2014
8,98,CO,CO Total Migration-Foreign,1759,3474,122907,2014
8,97,CO,CO Total Migration-Same State,89984,162557,4928376,2014
8,8,CO,CO Non-migrants,1932425,4134014,157232055,2014
8,48,TX,Texas,6641,13360,463370,2014
8,6,CA,California,6317,10684,446800,2014
8,12,FL,Florida,3720,6590,487532,2014
8,4,AZ,Arizona,3292,5903,213866,2014
8,53,WA,Washington,2154,3710,127938,2014
8,57,FR,Foreign,1759,3474,122907,2014
8,35,NM,New Mexico,1635,3170,82398,2014
8,56,WY,Wyoming,1474,2732,84341,2014
8,17,IL,Illinois,1451,2370,85995,2014
8,36,NY,New York,1402,2057,84079,2014
8,41,OR,Oregon,1303,2142,67135,2014
8,13,GA,Georgia,1260,2553,71556,2014
8,49,UT,Utah,1257,2525,59533,2014
8,32,NV,Nevada,1249,2143,85973,2014
8,37,NC,North Carolina,1234,2420,69422,2014
8,20,KS,Kansas,1190,2301,50853,2014
8,51,VA,Virginia,1136,2113,71808,2014
8,31,NE,Nebraska,1106,2060,46032,2014
8,29,MO,Missouri,1103,2071,52468,2014
8,40,OK,Oklahoma,1011,2027,50114,2014
8,26,MI,Michigan,960,1621,44124,2014
8,27,MN,Minnesota,889,1582,43566,2014
8,39,OH,Ohio,854,1459,42909,2014
8,47,TN,Tennessee,831,1532,42417,2014
8,42,PA,Pennsylvania,823,1344,41544,2014
8,30,MT,Montana,698,1168,29938,2014
8,55,WI,Wisconsin,679,1094,53054,2014
8,25,MA,Massachusetts,649,982,41843,2014
8,16,ID,Idaho,631,1207,32062,2014
8,19,IA,Iowa,619,1125,25431,2014
8,15,HI,Hawaii,618,1216,33076,2014
8,18,IN,Indiana,607,1082,28196,2014
8,24,MD,Maryland,563,959,34454,2014
8,45,SC,South Carolina,529,998,26501,2014
8,38,ND,North Dakota,513,972,30146,2014
8,46,SD,South Dakota,498,866,29953,2014
8,22,LA,Louisiana,491,860,22019,2014
8,1,AL,Alabama,473,932,24958,2014
8,34,NJ,New Jersey,438,752,23906,2014
8,2,AK,Alaska,411,689,22373,2014
8,21,KY,Kentucky,387,796,21918,2014
8,5,AR,Arkansas,368,731,16608,2014
8,9,CT,Connecticut,258,439,16323,2014
8,28,MS,Mississippi,243,510,9549,2014
8,11,DC,District Of Columbia,180,227,18054,2014
8,33,NH,New Hampshire,177,305,11010,2014
8,23,ME,Maine,160,253,9324,2014
8,50,VT,Vermont,144,206,4990,2014
8,54,WV,West Virginia,126,224,6055,2014
8,44,RI,Rhode Island,75,113,3473,2014
8,10,DE,Delaware,67,135,4326,2014
9,96,CT,CT Total Migration-US and Foreign,36505,60493,3705476,2014
9,97,CT,CT Total Migration-US,35374,58290,3545197,2014
9,98,CT,CT Total Migration-Foreign,1131,2203,160279,2014
9,97,CT,CT Total Migration-Same State,21110,33767,1178906,2014
9,9,CT,CT Non-migrants,1383786,2839854,148163858,2014
9,36,NY,New York,6706,10189,671497,2014
9,12,FL,Florida,5800,10318,985402,2014
9,25,MA,Massachusetts,3815,5544,256010,2014
9,6,CA,California,2178,3296,276642,2014
9,48,TX,Texas,1596,3089,156229,2014
9,37,NC,North Carolina,1438,2641,101998,2014
9,34,NJ,New Jersey,1271,2193,105905,2014
9,57,FR,Foreign,1131,2203,160279,2014
9,42,PA,Pennsylvania,1008,1693,81793,2014
9,51,VA,Virginia,974,1716,87793,2014
9,44,RI,Rhode Island,940,1458,56552,2014
9,13,GA,Georgia,915,1724,67797,2014
9,45,SC,South Carolina,895,1650,86558,2014
9,24,MD,Maryland,587,945,46976,2014
9,33,NH,New Hampshire,560,892,51142,2014
9,8,CO,Colorado,546,763,43142,2014
9,17,IL,Illinois,510,813,48499,2014
9,4,AZ,Arizona,458,794,37599,2014
9,53,WA,Washington,457,763,31061,2014
9,23,ME,Maine,436,676,29812,2014
9,50,VT,Vermont,399,591,30087,2014
9,39,OH,Ohio,370,683,26710,2014
9,47,TN,Tennessee,340,642,30955,2014
9,26,MI,Michigan,265,521,26821,2014
9,11,DC,District Of Columbia,261,306,18440,2014
9,15,HI,Hawaii,225,360,10761,2014
9,32,NV,Nevada,208,310,13218,2014
9,27,MN,Minnesota,184,322,22703,2014
9,41,OR,Oregon,178,255,8885,2014
9,18,IN,Indiana,159,276,16051,2014
9,29,MO,Missouri,149,266,10757,2014
9,55,WI,Wisconsin,147,253,11268,2014
9,22,LA,Louisiana,142,214,8029,2014
9,10,DE,Delaware,130,243,8769,2014
9,1,AL,Alabama,130,248,7706,2014
9,21,KY,Kentucky,127,231,5898,2014
9,49,UT,Utah,108,188,9500,2014
9,35,NM,New Mexico,98,151,5836,2014
9,20,KS,Kansas,80,137,4361,2014
9,40,OK,Oklahoma,76,153,4363,2014
9,19,IA,Iowa,55,89,2858,2014
9,5,AR,Arkansas,54,104,5793,2014
9,30,MT,Montana,53,69,5789,2014
9,2,AK,Alaska,51,76,2043,2014
9,31,NE,Nebraska,50,90,4823,2014
9,54,WV,West Virginia,44,70,1524,2014
9,56,WY,Wyoming,43,57,11755,2014
9,46,SD,South Dakota,40,65,2393,2014
9,28,MS,Mississippi,40,52,1196,2014
9,16,ID,Idaho,40,60,2365,2014
9,38,ND,North Dakota,38,51,1132,2014
10,96,DE,DE Total Migration-US and Foreign,11203,19811,660586,2014
10,97,DE,DE Total Migration-US,10930,19256,644516,2014
10,98,DE,DE Total Migration-Foreign,273,555,16069,2014
10,97,DE,DE Total Migration-Same State,2885,5254,119856,2014
10,10,DE,DE Non-migrants,347432,721941,24478142,2014
10,42,PA,Pennsylvania,2401,4262,169750,2014
10,24,MD,Maryland,1992,3571,91797,2014
10,12,FL,Florida,1016,1791,55112,2014
10,34,NJ,New Jersey,832,1413,42143,2014
10,36,NY,New York,552,849,48777,2014
10,48,TX,Texas,507,958,28563,2014
10,51,VA,Virginia,496,840,27742,2014
10,6,CA,California,412,680,27435,2014
10,37,NC,North Carolina,400,761,24335,2014
10,13,GA,Georgia,279,515,11689,2014
10,57,FR,Foreign,273,555,16069,2014
10,45,SC,South Carolina,157,275,8880,2014
10,39,OH,Ohio,150,246,7531,2014
10,25,MA,Massachusetts,150,208,12868,2014
10,8,CO,Colorado,127,207,6544,2014
10,47,TN,Tennessee,110,224,4817,2014
10,4,AZ,Arizona,109,190,3452,2014
10,17,IL,Illinois,106,177,5805,2014
10,53,WA,Washington,89,159,5033,2014
10,55,WI,Wisconsin,84,256,3005,2014
10,9,CT,Connecticut,84,151,6970,2014
10,11,DC,District Of Columbia,80,104,5434,2014
10,26,MI,Michigan,74,142,4962,2014
10,18,IN,Indiana,48,84,2118,2014
10,32,NV,Nevada,45,65,5479,2014
10,54,WV,West Virginia,44,87,2363,2014
10,22,LA,Louisiana,42,80,3150,2014
10,27,MN,Minnesota,42,64,2913,2014
10,15,HI,Hawaii,38,71,1496,2014
10,1,AL,Alabama,38,61,1461,2014
10,29,MO,Missouri,37,63,2348,2014
10,33,NH,New Hampshire,36,57,2010,2014
10,41,OR,Oregon,35,55,2341,2014
10,21,KY,Kentucky,35,60,1981,2014
10,2,AK,Alaska,33,57,1195,2014
10,49,UT,Utah,32,64,2273,2014
10,20,KS,Kansas,30,57,1694,2014
10,40,OK,Oklahoma,28,54,1439,2014
10,5,AR,Arkansas,27,63,1146,2014
10,23,ME,Maine,27,50,1536,2014
10,44,RI,Rhode Island,24,36,1042,2014
10,28,MS,Mississippi,20,48,735,2014
10,35,NM,New Mexico,19,33,1002,2014
10,50,VT,Vermont,18,24,913,2014
10,19,IA,Iowa,14,20,855,2014
10,38,ND,North Dakota,11,24,379,2014
10,16,ID,Idaho,-1,-1,-1,2014
10,46,SD,South Dakota,-1,-1,-1,2014
10,30,MT,Montana,-1,-1,-1,2014
10,31,NE,Nebraska,-1,-1,-1,2014
10,56,WY,Wyoming,-1,-1,-1,2014
11,96,DC,DC Total Migration-US and Foreign,21005,32189,1699650,2014
11,97,DC,DC Total Migration-US,20412,31227,1645482,2014
11,98,DC,DC Total Migration-Foreign,593,962,54168,2014
11,11,DC,DC Non-migrants,255331,426998,25292722,2014
11,24,MD,Maryland,7197,12835,457245,2014
11,51,VA,Virginia,3714,5634,341372,2014
11,6,CA,California,1469,1880,150872,2014
11,36,NY,New York,1455,1739,123317,2014
11,48,TX,Texas,681,1023,53534,2014
11,12,FL,Florida,671,949,90722,2014
11,57,FR,Foreign,593,962,54168,2014
11,42,PA,Pennsylvania,468,617,35381,2014
11,37,NC,North Carolina,467,692,29088,2014
11,25,MA,Massachusetts,448,567,44381,2014
11,17,IL,Illinois,385,492,30501,2014
11,13,GA,Georgia,354,513,24896,2014
11,34,NJ,New Jersey,301,410,21057,2014
11,8,CO,Colorado,282,377,29990,2014
11,53,WA,Washington,252,343,18328,2014
11,39,OH,Ohio,196,268,13118,2014
11,9,CT,Connecticut,163,200,15743,2014
11,26,MI,Michigan,157,215,10958,2014
11,45,SC,South Carolina,143,223,11146,2014
11,47,TN,Tennessee,139,194,11735,2014
11,41,OR,Oregon,117,161,8769,2014
11,4,AZ,Arizona,117,156,10372,2014
11,27,MN,Minnesota,98,129,6794,2014
11,55,WI,Wisconsin,79,97,5526,2014
11,29,MO,Missouri,77,100,5382,2014
11,18,IN,Indiana,76,115,5001,2014
11,22,LA,Louisiana,69,95,5462,2014
11,10,DE,Delaware,69,87,9508,2014
11,15,HI,Hawaii,59,94,4711,2014
11,54,WV,West Virginia,58,114,2494,2014
11,1,AL,Alabama,54,92,5309,2014
11,35,NM,New Mexico,52,68,5972,2014
11,32,NV,Nevada,51,72,3585,2014
11,33,NH,New Hampshire,46,63,4800,2014
11,21,KY,Kentucky,44,63,2358,2014
11,44,RI,Rhode Island,43,61,3085,2014
11,23,ME,Maine,43,55,2600,2014
11,50,VT,Vermont,40,56,5223,2014
11,49,UT,Utah,36,63,3462,2014
11,28,MS,Mississippi,35,49,2253,2014
11,40,OK,Oklahoma,33,46,2134,2014
11,19,IA,Iowa,33,42,2558,2014
11,20,KS,Kansas,32,38,1488,2014
11,5,AR,Arkansas,27,33,2150,2014
11,31,NE,Nebraska,22,29,1611,2014
11,2,AK,Alaska,22,25,980,2014
11,16,ID,Idaho,21,33,17226,2014
11,46,SD,South Dakota,17,20,1281,2014
11,38,ND,North Dakota,-1,-1,-1,2014
11,30,MT,Montana,-1,-1,-1,2014
11,56,WY,Wyoming,-1,-1,-1,2014
12,96,FL,FL Total Migration-US and Foreign,177001,309354,9616480,2014
12,97,FL,FL Total Migration-US,169965,296648,9093486,2014
12,98,FL,FL Total Migration-Foreign,7036,12706,522994,2014
12,97,FL,FL Total Migration-Same State,227647,407226,10613324,2014
12,12,FL,FL Non-migrants,7246289,14640337,493450202,2014
12,48,TX,Texas,21446,39133,902345,2014
12,13,GA,Georgia,15624,29784,692115,2014
12,36,NY,New York,14014,22123,1320129,2014
12,6,CA,California,10607,17150,694337,2014
12,37,NC,North Carolina,9402,17093,459901,2014
